year;ric;effect
1998;SOIS.PK;negative
1999;SOIS.PK;negative
2006;SOIS.PK;negative
2007;SOIS.PK;negative
2000;CIIG.PK;negative
2000;SLCH.PK;negative
2010;SLCH.PK;negative
2011;SLCH.PK;negative
2004;LPBC.PK;negative
2008;VBIO.PK;negative
2009;VBIO.PK;negative
2004;UWKI.PK;negative
2006;UWKI.PK;negative
2004;UWKI.PK;negative
2005;UWKI.PK;negative
2010;IPUB.PK;negative
2011;SCIO.PK;negative
2009;OPHC.O;negative
2015;CHKE.O;negative
2006;XSPY.PK;negative
2007;XSPY.PK;negative
2009;VCLD.PK;negative
2010;VCLD.PK;negative
2011;VCLD.PK;negative
2010;DPSI.PK;negative
2012;DPSI.PK;negative
2002;VXRT.O;negative
2003;VXRT.O;negative
2004;VXRT.O;negative
2004;VXRT.O;negative
2005;VXRT.O;negative
2006;VXRT.O;negative
2007;VXRT.O;negative
2008;VXRT.O;negative
2012;VXRT.O;negative
2013;VXRT.O;negative
2004;THMG.PK;negative
1998;THMG.PK;negative
1999;THMG.PK;negative
2000;THMG.PK;negative
2011;THMG.PK;negative
2005;NQCI.PK;negative
2011;BKKN.PK;negative
2012;BKKN.PK;negative
2013;BKKN.PK;negative
2013;BKKN.PK;negative
2013;BKKN.PK;negative
2016;BKKN.PK;negative
2017;BKKN.PK;negative
2004;ECCI.PK;negative
2005;ECCI.PK;negative
2006;PGSI.PK;negative
2007;PGSI.PK;negative
2008;PGSI.PK;negative
2010;PGSI.PK;negative
2011;PGSI.PK;negative
2003;BTDG.PK;negative
2003;BTDG.PK;negative
2004;BTDG.PK;negative
2004;CORX.PK;negative
2004;CWTC.PK;negative
2005;CWTC.PK;negative
1999;UAVS.K;negative
2000;UAVS.K;negative
2014;IFAN.PK;negative
2013;IFAN.PK;negative
2014;IFAN.PK;negative
2014;IFAN.PK;negative
2014;IFAN.PK;negative
2015;IFAN.PK;negative
2014;IFAN.PK;negative
2008;PTSS.PK;negative
2002;CPXP.PK;negative
2003;CPXP.PK;negative
2010;CPXP.PK;negative
2010;CPXP.PK;negative
2011;CPXP.PK;negative
2003;AMLH.PK;negative
2004;AMLH.PK;negative
2005;AMLH.PK;negative
2005;AMLH.PK;negative
2005;AMLH.PK;negative
2006;AMLH.PK;negative
2005;AMLH.PK;negative
2005;AMLH.PK;negative
2006;AMLH.PK;negative
2007;NWCI.PK;negative
2004;NWCI.PK;negative
2005;NWCI.PK;negative
2006;NWCI.PK;negative
2007;NWCI.PK;negative
2008;NWCI.PK;negative
2006;ERMS.PK;negative
2007;ERMS.PK;negative
2011;ECCE.PK;negative
2004;ATHC.PK;negative
2005;ATHC.PK;negative
2006;ATHC.PK;negative
2012;MAGE.PK;negative
2002;ITPC.PK;negative
2002;SFOR.PK;negative
2003;SFOR.PK;negative
2004;SFOR.PK;negative
2005;SFOR.PK;negative
2006;SFOR.PK;negative
2012;IWMG.PK;negative
2013;IWMG.PK;negative
2009;GOPH.PK;negative
2010;GOPH.PK;negative
2010;GOPH.PK;negative
2011;GOPH.PK;negative
2014;GOPH.PK;negative
2016;PRHR.PK;negative
2017;DREM.PK;negative
2018;DREM.PK;negative
2012;WARM.PK;negative
2012;WARM.PK;negative
2012;WARM.PK;negative
2016;WARM.PK;negative
2016;WARM.PK;negative
2005;MLES.PK;negative
2011;MLES.PK;negative
2001;SEDN.PK;negative
2002;SEDN.PK;negative
2003;SEDN.PK;negative
2011;SEDN.PK;negative
2012;SEDN.PK;negative
2013;SEDN.PK;negative
2005;NXCR.PK;negative
2007;NXCR.PK;negative
2008;NXCR.PK;negative
2002;BRCOQ.PK;negative
2003;BRCOQ.PK;negative
2004;BRCOQ.PK;negative
2005;PAYD.PK;negative
2006;PAYD.PK;negative
2000;PAYD.PK;negative
2004;ODYC.PK;negative
2005;ODYC.PK;negative
2003;SPDC.PK;negative
2004;SPDC.PK;negative
2004;SPDC.PK;negative
2005;SPDC.PK;negative
2009;TWMC.O;negative
2010;TWMC.O;negative
2011;TWMC.O;negative
2012;TWMC.O;negative
2013;TWMC.O;negative
2014;TWMC.O;negative
2015;TWMC.O;negative
2016;TWMC.O;negative
2003;ACGI.PK;negative
2006;ACGI.PK;negative
2008;ACGI.PK;negative
2009;ACGI.PK;negative
2010;ACGI.PK;negative
2008;INNV.PK;negative
2009;INNV.PK;negative
2000;DTRM.O;negative
2001;DTRM.O;negative
2002;DTRM.O;negative
2003;DTRM.O;negative
2004;DTRM.O;negative
2005;DTRM.O;negative
2006;DTRM.O;negative
2008;DTRM.O;negative
2009;DTRM.O;negative
2011;BOPO.PK;negative
2012;BOPO.PK;negative
2017;AKER.O;negative
2006;PPRG.PK;negative
2007;PPRG.PK;negative
2002;SPGZ.PK;negative
2003;SPGZ.PK;negative
2004;SPGZ.PK;negative
2005;SPGZ.PK;negative
2006;SPGZ.PK;negative
2007;SPGZ.PK;negative
2008;SPGZ.PK;negative
2008;SPGZ.PK;negative
2009;SPGZ.PK;negative
2009;SPGZ.PK;negative
2010;SPGZ.PK;negative
2010;SPGZ.PK;negative
2014;SSOK.PK;negative
2014;SSOK.PK;negative
2014;VSTR.PK;negative
2015;VSTR.PK;negative
2014;AWON.PK;negative
2017;PRTO.O;negative
2002;GLOW.K;negative
2003;GLOW.K;negative
2004;GLOW.K;negative
2005;GLOW.K;negative
2004;GLOW.K;negative
2005;GLOW.K;negative
2004;GLOW.K;negative
2005;GLOW.K;negative
2008;YEVN.PK;negative
2009;YEVN.PK;negative
2008;YEVN.PK;negative
2009;YEVN.PK;negative
2010;YEVN.PK;negative
2012;YEVN.PK;negative
2013;YEVN.PK;negative
2003;VGLS.PK;negative
2004;VGLS.PK;negative
2000;VGLS.PK;negative
2001;VGLS.PK;negative
2010;STOY.PK;negative
2011;STOY.PK;negative
2008;FRFS.PK;negative
2009;FRFS.PK;negative
2010;FRFS.PK;negative
2009;FRFS.PK;negative
2010;FRFS.PK;negative
2009;GTNM.PK;negative
2006;CPWR.PK;negative
2008;CPWR.PK;negative
2009;CPWR.PK;negative
2010;CPWR.PK;negative
2015;CPWR.PK;negative
2011;ORYN.PK;negative
2005;PBIO.PK;negative
2004;CPYT.PK;negative
2003;GLEC.PK;negative
2004;TLRS.PK;negative
2005;TLRS.PK;negative
2006;TLRS.PK;negative
2006;TLRS.PK;negative
2007;TLRS.PK;negative
2008;SGOO.PK;negative
2010;EQST.PK;negative
2008;EQST.PK;negative
2005;SAGA.PK;negative
2006;SAGA.PK;negative
2002;NTUR.PK;negative
2003;NTUR.PK;negative
2004;NTUR.PK;negative
2002;NTUR.PK;negative
2003;NTUR.PK;negative
2004;NTUR.PK;negative
2009;NTUR.PK;negative
2005;NTUR.PK;negative
2006;NTUR.PK;negative
2009;NTUR.PK;negative
2003;ESES.O;negative
2004;ESES.O;negative
2006;MOSY.O;negative
2007;MOSY.O;negative
2008;MOSY.O;negative
2009;MOSY.O;negative
2006;UPDC.PK;negative
2015;MMMM.PK;negative
2016;MMMM.PK;negative
2017;MMMM.PK;negative
2018;MMMM.PK;negative
2007;WPFH.PK;negative
2010;WPFH.PK;negative
2013;APGI.PK;negative
2014;APGI.PK;negative
1999;BOLB.PK;negative
2000;BOLB.PK;negative
2001;BOLB.PK;negative
1998;BOLB.PK;negative
2015;IMII.PK;negative
2011;ARCI.O;negative
2012;ARCI.O;negative
2013;ARCI.O;negative
2014;ARCI.O;negative
2013;ARCI.O;negative
2014;ARCI.O;negative
2015;ARCI.O;negative
2017;ARCI.O;negative
2017;ARCI.O;negative
2018;ARCI.O;negative
2019;ARCI.O;negative
2006;ARYC.PK;negative
2005;ARYC.PK;negative
2006;ARYC.PK;negative
2008;ARYC.PK;negative
2008;ARYC.PK;negative
2007;ARYC.PK;negative
2008;ARYC.PK;negative
2012;ARYC.PK;negative
2003;LGAH.PK;negative
2004;LGAH.PK;negative
2004;CUR.O;negative
2005;CUR.O;negative
1998;TDYT.PK;negative
1999;TDYT.PK;negative
2000;TDYT.PK;negative
2006;TDYT.PK;negative
2007;TDYT.PK;negative
2008;TDYT.PK;negative
2009;TDYT.PK;negative
2002;FVRG.PK;negative
2003;FVRG.PK;negative
2004;FVRG.PK;negative
2003;FVRG.PK;negative
2004;FVRG.PK;negative
2009;FVRG.PK;negative
2009;FVRG.PK;negative
2010;FVRG.PK;negative
2012;FVRG.PK;negative
2006;ETCC.PK;negative
2007;ETCC.PK;negative
2009;ETCC.PK;negative
2010;ETCC.PK;negative
2007;AWGI.PK;negative
2017;LFER.PK;negative
2018;LFER.PK;negative
2003;FHRT.PK;negative
2004;FHRT.PK;negative
2005;FHRT.PK;negative
2006;FHRT.PK;negative
2007;FHRT.PK;negative
2011;FHRT.PK;negative
2012;FHRT.PK;negative
2013;FHRT.PK;negative
2016;TCCO.O;negative
2017;TCCO.O;negative
2018;TCCO.O;negative
2011;LMNK.PK;negative
2011;LMNK.PK;negative
2012;LMNK.PK;negative
2016;LMNK.PK;negative
2000;CGEI.PK;negative
2001;CGEI.PK;negative
2000;CGEI.PK;negative
2001;CGEI.PK;negative
2001;CGEI.PK;negative
2002;CGEI.PK;negative
2004;HIHI.PK;negative
2005;HIHI.PK;negative
2006;PVHO.PK;negative
2007;PVHO.PK;negative
2008;PVHO.PK;negative
2006;EVSP.PK;negative
2006;EVSP.PK;negative
2007;EVSP.PK;negative
2008;EVSP.PK;negative
2006;EVSP.PK;negative
2007;EVSP.PK;negative
2008;EVSP.PK;negative
2001;CIBH.PK;negative
2002;CIBH.PK;negative
2003;CIBH.PK;negative
1999;CIBH.PK;negative
2000;CIBH.PK;negative
2001;CIBH.PK;negative
2002;CIBH.PK;negative
2003;CIBH.PK;negative
2011;GASE.PK;negative
2012;WLUC.PK;negative
2013;WLUC.PK;negative
2014;WLUC.PK;negative
1999;SHSH.PK;negative
2007;SHSH.PK;negative
2008;SHSH.PK;negative
2009;SHSH.PK;negative
2014;WPWR.PK;negative
2001;SONT.PK;negative
2002;SONT.PK;negative
2001;SONT.PK;negative
2002;SONT.PK;negative
2005;SONT.PK;negative
2006;SONT.PK;negative
2005;SONT.PK;negative
2006;SONT.PK;negative
2006;SONT.PK;negative
2007;SONT.PK;negative
2004;AMNL.PK;negative
2005;AMNL.PK;negative
2006;AMNL.PK;negative
2007;AMNL.PK;negative
2005;AMNL.PK;negative
2006;AMNL.PK;negative
2012;AMNL.PK;negative
2014;AMNL.PK;negative
2008;HLWD.PK;negative
2009;HLWD.PK;negative
2017;GLFH.PK;negative
2018;GLFH.PK;negative
2007;CBDX.PK;negative
2008;CBDX.PK;negative
2005;CPSO.PK;negative
2006;CPSO.PK;negative
2005;CPSO.PK;negative
2006;CPSO.PK;negative
2011;MBIT.PK;negative
2012;MBIT.PK;negative
2010;GHAV.PK;negative
2011;GHAV.PK;negative
2014;GHAV.PK;negative
2015;GHAV.PK;negative
2003;INTP.PK;negative
2004;WGASQ.PK;negative
2005;WGASQ.PK;negative
2012;WGASQ.PK;negative
2011;SIBE.PK;negative
2017;TAPM.PK;negative
2018;TAPM.PK;negative
2010;DLPM.PK;negative
2011;DLPM.PK;negative
2007;AXIO.PK;negative
2012;PROT.PK;negative
1999;GRPI.PK;negative
2000;GRPI.PK;negative
2012;STSC.PK;negative
2013;STSC.PK;negative
2012;STSC.PK;negative
2014;SODI.PK;negative
2009;CGHC.PK;negative
2010;CGHC.PK;negative
2011;CGHC.PK;negative
2012;CGHC.PK;negative
2013;CGHC.PK;negative
2011;YEWB.PK;negative
2012;YEWB.PK;negative
2010;HERB.PK;negative
2010;HERB.PK;negative
2011;HERB.PK;negative
2012;HERB.PK;negative
2012;HERB.PK;negative
2010;HERB.PK;negative
2011;HERB.PK;negative
1996;EINF.PK;negative
1997;EINF.PK;negative
2004;LKAI.PK;negative
2005;LKAI.PK;negative
1999;IFUE.PK;negative
2009;VRTY.PK;negative
2010;VRTY.PK;negative
2011;VRTY.PK;negative
2010;VRTY.PK;negative
2011;VRTY.PK;negative
2005;ESNR.PK;negative
2005;ESNR.PK;negative
2005;ESNR.PK;negative
2000;PEFF.PK;negative
2009;PEFF.PK;negative
2008;REOS.PK;negative
2009;REOS.PK;negative
2013;GFOO.PK;negative
2014;GFOO.PK;negative
2004;HCGS.PK;negative
2011;HCGS.PK;negative
2018;TTNP.O;negative
2000;IDEA.PK;negative
2010;IDEA.PK;negative
2011;IDEA.PK;negative
2012;IDEA.PK;negative
2010;MNHD.PK;negative
2011;MNHD.PK;negative
2013;SCDA.PK;negative
2014;SCDA.PK;negative
2005;SSUR.PK;negative
2002;SSUR.PK;negative
2005;SSUR.PK;negative
2006;RSCF.PK;negative
2016;RSCF.PK;negative
2008;NOVC.PK;negative
2015;NOVC.PK;negative
2006;INVC.PK;negative
2007;INVC.PK;negative
2008;INVC.PK;negative
2001;LBSR.PK;negative
2002;LBSR.PK;negative
2003;LBSR.PK;negative
2004;LBSR.PK;negative
2005;LBSR.PK;negative
2014;CANL.PK;negative
2010;ENZB.PK;negative
2011;ENZB.PK;negative
2011;STCC.PK;negative
2012;STCC.PK;negative
2012;STCC.PK;negative
2014;STCC.PK;negative
2015;STCC.PK;negative
2017;STCC.PK;negative
2008;AAPT.PK;negative
2009;AAPT.PK;negative
2010;AAPT.PK;negative
2017;GCAN.PK;negative
2017;GCAN.PK;negative
2018;GCAN.PK;negative
1999;ESGI.PK;negative
2010;ESGI.PK;negative
2007;UBRG.PK;negative
2013;ALKM.PK;negative
2002;CBK;negative
2003;CBK;negative
2004;CBK;negative
2010;CBK;negative
2000;SCIL.PK;negative
2001;SCIL.PK;negative
2002;SCIL.PK;negative
2003;SCIL.PK;negative
2004;SCIL.PK;negative
2004;SCIL.PK;negative
2015;HMX.V;negative
2005;SWRM.PK;negative
2009;SWRM.PK;negative
2010;SWRM.PK;negative
2014;BOTH.PK;negative
2009;WDKA.PK;negative
2012;WDKA.PK;negative
2013;WDKA.PK;negative
2007;APYI.PK;negative
2005;DNAG.PK;negative
1999;DNAG.PK;negative
2007;SPIR.PK;negative
2008;SPIR.PK;negative
2017;MSRT.PK;negative
2005;CEOS.PK;negative
2006;CEOS.PK;negative
2003;CEOS.PK;negative
2010;TECR.PK;negative
2016;TECR.PK;negative
2015;TECR.PK;negative
2016;TECR.PK;negative
2005;AFFY.PK;negative
2006;AFFY.PK;negative
2011;FPMI.PK;negative
2006;GAHC.PK;negative
2007;GAHC.PK;negative
2008;GAHC.PK;negative
2012;GAHC.PK;negative
2005;IAGX.PK;negative
2008;BLQN.PK;negative
2010;BLQN.PK;negative
2012;BLQN.PK;negative
2015;CROL.PK;negative
2004;TMXN.PK;negative
2005;TMXN.PK;negative
2009;TMXN.PK;negative
2007;WOWI.PK;negative
2004;MLFB.PK;negative
2005;MLFB.PK;negative
2006;MLFB.PK;negative
2007;MLFB.PK;negative
2008;MLFB.PK;negative
2012;MLFB.PK;negative
2013;MLFB.PK;negative
2010;MLFB.PK;negative
2011;MLFB.PK;negative
2000;VODG.PK;negative
2004;FDEI.PK;negative
2007;IPTK.PK;negative
2008;IPTK.PK;negative
2009;IPTK.PK;negative
2005;SOEN.PK;negative
2006;SOEN.PK;negative
2007;SOEN.PK;negative
2005;SOEN.PK;negative
2006;SOEN.PK;negative
2006;SOEN.PK;negative
2007;SOEN.PK;negative
2010;GIGA.PK;negative
2011;GIGA.PK;negative
2000;LDHL.PK;negative
2012;LDHL.PK;negative
1999;PFSD.PK;negative
2000;PFSD.PK;negative
1998;PFSD.PK;negative
1999;PFSD.PK;negative
2001;OCLG.PK;negative
2002;OCLG.PK;negative
2015;OCLG.PK;negative
2012;GIMU.PK;negative
2013;GIMU.PK;negative
2004;FUGI.PK;negative
2005;FUGI.PK;negative
2007;ICTV.PK;negative
2017;ICTV.PK;negative
2010;AMPG.PK;negative
2011;AMPG.PK;negative
2000;CBEX.PK;negative
2014;ALES.PK;negative
2016;ALES.PK;negative
2011;SENY.PK;negative
2012;SENY.PK;negative
2013;SENY.PK;negative
2014;SENY.PK;negative
2008;IPRC.PK;negative
2009;IPRC.PK;negative
2010;IPRC.PK;negative
2011;IPRC.PK;negative
2003;CMTX.PK;negative
2016;AMDA.O;negative
2016;AMDA.O;negative
2017;AMDA.O;negative
2013;CIAU.PK;negative
2006;ZDPY.PK;negative
2007;ZDPY.PK;negative
2008;ZDPY.PK;negative
2005;ITRO.PK;negative
2008;CETG.PK;negative
2008;CETG.PK;negative
2002;CRTG.PK;negative
2003;CRTG.PK;negative
2007;CRQE.PK;negative
2012;CRQE.PK;negative
2013;CRQE.PK;negative
2009;CRQE.PK;negative
2008;CRQE.PK;negative
2009;CRQE.PK;negative
2010;CRQE.PK;negative
2005;SANT.PK;negative
2005;SANT.PK;negative
2005;SANT.PK;negative
2010;SANT.PK;negative
2004;GCEH.PK;negative
2005;GCEH.PK;negative
2014;QBAN.PK;negative
2015;QBAN.PK;negative
2011;QBAN.PK;negative
2012;QBAN.PK;negative
2013;QBAN.PK;negative
2014;QBAN.PK;negative
2011;QBAN.PK;negative
2012;QBAN.PK;negative
2013;QBAN.PK;negative
2014;QBAN.PK;negative
2011;QBAN.PK;negative
2012;QBAN.PK;negative
2013;QBAN.PK;negative
2014;QBAN.PK;negative
2015;QBAN.PK;negative
2014;QBAN.PK;negative
2015;QBAN.PK;negative
2014;BTZO.PK;negative
2015;BTZO.PK;negative
2005;ITNS.PK;negative
2006;VYCO.PK;negative
2007;VYCO.PK;negative
2009;VYCO.PK;negative
2010;VYCO.PK;negative
2011;VYCO.PK;negative
2011;GREW.PK;negative
2004;CCOP.PK;negative
2005;CCOP.PK;negative
2010;CCOP.PK;negative
2011;CCOP.PK;negative
2001;ISCO.PK;negative
2002;ISCO.PK;negative
2003;ISCO.PK;negative
2004;ISCO.PK;negative
2005;ISCO.PK;negative
2006;ISCO.PK;negative
2009;ISCO.PK;negative
2010;ISCO.PK;negative
2007;ACMC.PK;negative
2015;IMUN.PK;negative
2003;ALGI.PK;negative
2004;ALGI.PK;negative
2005;ALGI.PK;negative
2008;FLSS.PK;negative
2006;PNGB.PK;negative
2016;IGEN.PK;negative
2010;IEVM.PK;negative
2012;UONEK.O;negative
2013;UONEK.O;negative
1999;UONEK.O;negative
2000;UONEK.O;negative
2001;UONEK.O;negative
2002;UONEK.O;negative
2003;UONEK.O;negative
2004;UONEK.O;negative
2005;UONEK.O;negative
2007;UONEK.O;negative
2008;UONEK.O;negative
2007;UONEK.O;negative
2008;UONEK.O;negative
2009;UONEK.O;negative
2010;UONEK.O;negative
2011;UONEK.O;negative
2012;UONEK.O;negative
2015;UONEK.O;negative
2019;UONEK.O;negative
2019;UONEK.O;negative
2008;PWVI.PK;negative
2008;PWVI.PK;negative
2005;EACC.PK;negative
2006;EACC.PK;negative
2003;PGOL.PK;negative
2012;WWTH.PK;negative
2015;DSKX.PK;negative
2014;DSKX.PK;negative
2015;DSKX.PK;negative
2013;HMLA.PK;negative
2014;HMLA.PK;negative
2013;HMLA.PK;negative
2014;HMLA.PK;negative
2012;TRON.PK;negative
2013;TRON.PK;negative
2014;ARAT.PK;negative
2014;ARAT.PK;negative
2015;ARAT.PK;negative
2015;ARAT.PK;negative
2016;ARAT.PK;negative
2015;ARAT.PK;negative
2016;ARAT.PK;negative
2004;TAUGD.PK;negative
2005;TAUGD.PK;negative
2014;TAUGD.PK;negative
2015;TAUGD.PK;negative
2018;CCOB.PK;negative
2017;CCOB.PK;negative
2018;CCOB.PK;negative
2017;CCOB.PK;negative
2018;CCOB.PK;negative
2010;RGIN.PK;negative
2011;RGIN.PK;negative
2013;RGIN.PK;negative
2014;RGIN.PK;negative
2015;RGIN.PK;negative
2010;PMBS.PK;negative
2011;PMBS.PK;negative
2012;PMBS.PK;negative
2002;TNKY.PK;negative
2008;TNKY.PK;negative
2002;NURO.O;negative
2003;NURO.O;negative
2004;NURO.O;negative
2005;NURO.O;negative
2006;NURO.O;negative
2004;MENB.PK;negative
2005;FONU.PK;negative
2006;FONU.PK;negative
2008;FONU.PK;negative
2009;FONU.PK;negative
2012;FONU.PK;negative
2014;FONU.PK;negative
2006;NRWS.PK;negative
2000;HSGX.O;negative
2001;HSGX.O;negative
2002;HSGX.O;negative
2003;HSGX.O;negative
2004;HSGX.O;negative
2005;HSGX.O;negative
2006;HSGX.O;negative
2007;HSGX.O;negative
2008;HSGX.O;negative
2009;HSGX.O;negative
2003;TCEC.PK;negative
2013;TCEC.PK;negative
2014;TCEC.PK;negative
2012;TCEC.PK;negative
2013;TCEC.PK;negative
2005;NNSR.PK;negative
2006;NNSR.PK;negative
2002;RYPE.PK;negative
2003;RYPE.PK;negative
2004;RYPE.PK;negative
2005;RYPE.PK;negative
1999;RYPE.PK;negative
2000;RYPE.PK;negative
2003;EMPR.PK;negative
2004;EMPR.PK;negative
2005;EMPR.PK;negative
2005;MTLI.PK;negative
2005;USEL.PK;negative
2006;USEL.PK;negative
2012;USEL.PK;negative
2004;FOSI.PK;negative
2005;FOSI.PK;negative
2004;FOSI.PK;negative
2005;FOSI.PK;negative
2012;NMEX.PK;negative
2013;NMEX.PK;negative
2010;TEGY.PK;negative
2016;AGHC.PK;negative
2018;AGHC.PK;negative
2003;GYPHQ.PK;negative
2004;GYPHQ.PK;negative
2010;GRZG.PK;negative
2011;GRZG.PK;negative
2012;GRZG.PK;negative
2013;GRZG.PK;negative
2014;IMNP.O;negative
2006;MGUY.PK;negative
2005;AEGG.PK;negative
2008;AEGG.PK;negative
2009;AEGG.PK;negative
2010;AEGG.PK;negative
2016;AEGG.PK;negative
2017;AEGG.PK;negative
2007;GLUX.PK;negative
2008;GLUX.PK;negative
2009;PTOI.PK;negative
2012;PTOI.PK;negative
2014;POSC.PK;negative
2005;CORG.PK;negative
2006;CORG.PK;negative
2007;CORG.PK;negative
2008;CORG.PK;negative
2009;AURX.PK;negative
2010;AURX.PK;negative
2012;AURX.PK;negative
2009;GFGU.PK;negative
2005;UNRG.PK;negative
2006;UNRG.PK;negative
2007;BKSD.PK;negative
2007;BKSD.PK;negative
2008;BKSD.PK;negative
2009;BKSD.PK;negative
1995;GBGD.PK;negative
1996;GBGD.PK;negative
1997;GBGD.PK;negative
1998;GBGD.PK;negative
1999;GBGD.PK;negative
2000;GBGD.PK;negative
2001;GBGD.PK;negative
2002;GBGD.PK;negative
2003;GBGD.PK;negative
2005;GBGD.PK;negative
2011;GBGD.PK;negative
2004;DLTZ.PK;negative
2005;DLTZ.PK;negative
2008;DLTZ.PK;negative
2009;DLTZ.PK;negative
2008;DLTZ.PK;negative
2009;DLTZ.PK;negative
2012;DLTZ.PK;negative
2006;CGNH.PK;negative
2007;CGNH.PK;negative
2010;CGNH.PK;negative
2011;CGNH.PK;negative
2009;LBAS.PK;negative
2010;LBAS.PK;negative
2003;ORGN.PK;negative
2004;ORGN.PK;negative
2004;DCAR.O;negative
2005;DCAR.O;negative
2018;DCAR.O;negative
2016;INND.PK;negative
2014;EQUR.PK;negative
1998;PFTI.PK;negative
2000;PFTI.PK;negative
2005;ILST.PK;negative
2006;ILST.PK;negative
2007;TMEN.PK;negative
2011;TMEN.PK;negative
2004;SVSE.PK;negative
2005;PSTRQ.PK;negative
2006;PSTRQ.PK;negative
2007;PSTRQ.PK;negative
2008;PSTRQ.PK;negative
2010;PSTRQ.PK;negative
2011;PSTRQ.PK;negative
2012;PSTRQ.PK;negative
2013;PSTRQ.PK;negative
2014;PSTRQ.PK;negative
2001;USAE.PK;negative
2006;USAE.PK;negative
2007;USAE.PK;negative
2008;USAE.PK;negative
2009;USAE.PK;negative
2010;USAE.PK;negative
2005;ECTX.PK;negative
2013;ECTX.PK;negative
2014;ECTX.PK;negative
2000;AACS.PK;negative
2001;AACS.PK;negative
1998;AACS.PK;negative
1999;AACS.PK;negative
2014;TRXO.PK;negative
2015;TRXO.PK;negative
2006;GNLKQ.PK;negative
2010;GNLKQ.PK;negative
2011;GNLKQ.PK;negative
2010;NSFC.PK;negative
2007;AFTM.PK;negative
2008;AFTM.PK;negative
2010;AFTM.PK;negative
2014;AFTM.PK;negative
2015;AFTM.PK;negative
2015;AFTM.PK;negative
2017;AFTM.PK;negative
2017;AFTM.PK;negative
2018;AFTM.PK;negative
2009;SRGZ.PK;negative
2010;SRGZ.PK;negative
2011;SRGZ.PK;negative
2008;ACCA.PK;negative
2009;ACCA.PK;negative
2013;ACCA.PK;negative
2000;CRLI.PK;negative
2000;CRLI.PK;negative
2006;CRLI.PK;negative
2005;NMGC.PK;negative
2006;NMGC.PK;negative
2006;PLPL.PK;negative
2007;PLPL.PK;negative
2007;PLPL.PK;negative
2008;PLPL.PK;negative
2009;PLPL.PK;negative
2012;PLPL.PK;negative
2013;PLPL.PK;negative
2014;PLPL.PK;negative
2014;PLPL.PK;negative
2015;PLPL.PK;negative
2004;WLBA.PK;negative
2005;WLBA.PK;negative
2006;WLBA.PK;negative
2007;WLBA.PK;negative
2005;WLBA.PK;negative
2003;WLBA.PK;negative
2004;WLBA.PK;negative
2005;WLBA.PK;negative
2012;WLBA.PK;negative
2013;WLBA.PK;negative
2014;WLBA.PK;negative
2015;WLBA.PK;negative
2016;WLBA.PK;negative
2006;TAMG.PK;negative
2006;TAMG.PK;negative
2007;TAMG.PK;negative
2004;ARBI.PK;negative
2006;ARBI.PK;negative
2010;ABBB.PK;negative
2011;ABBB.PK;negative
2006;DAAT.PK;negative
2005;ETCK.PK;negative
2006;ETCK.PK;negative
2005;ETCK.PK;negative
2017;ETCK.PK;negative
2002;FZRO.PK;negative
2003;FZRO.PK;negative
2004;FZRO.PK;negative
2012;SWVI.PK;negative
2002;PCSV.PK;negative
2003;PCSV.PK;negative
2005;PCSV.PK;negative
2006;PCSV.PK;negative
2007;PCSV.PK;negative
2012;CTLE.PK;negative
2013;CTLE.PK;negative
2014;CTLE.PK;negative
2001;PHLI.PK;negative
2010;RBCF.PK;negative
2011;RBCF.PK;negative
2008;RBCF.PK;negative
2009;RBCF.PK;negative
2010;RBCF.PK;negative
2011;RBCF.PK;negative
2012;RBCF.PK;negative
2013;RBCF.PK;negative
2013;RBCF.PK;negative
2009;OSCI.PK;negative
2009;IBFL.PK;negative
2007;TSCC.PK;negative
2005;HPTO.PK;negative
1999;FSNR.PK;negative
2000;FSNR.PK;negative
2013;FSNR.PK;negative
2014;FSNR.PK;negative
2016;FSSN.PK;negative
1999;ACCR.PK;negative
2000;ACCR.PK;negative
2000;ACCR.PK;negative
2001;ACCR.PK;negative
2011;BTCS.PK;negative
2012;BTCS.PK;negative
2013;BTCS.PK;negative
2017;BTCS.PK;negative
2018;BTCS.PK;negative
2005;BIPH.PK;negative
2006;BIPH.PK;negative
2006;BIPH.PK;negative
2007;BIPH.PK;negative
2008;BIPH.PK;negative
2008;INNI.PK;negative
2006;IGNT.PK;negative
2007;IGNT.PK;negative
2006;IGNT.PK;negative
2007;IGNT.PK;negative
2008;IGNT.PK;negative
2006;IGNT.PK;negative
2007;IGNT.PK;negative
2008;IGNT.PK;negative
2018;YOGA.O;negative
2004;YBAO.PK;negative
2000;YBAO.PK;negative
2004;YBAO.PK;negative
2005;YBAO.PK;negative
2016;YBAO.PK;negative
2009;USRM.PK;negative
2011;PSSS.PK;negative
2016;TMPS.PK;negative
2005;MYDP.PK;negative
2005;SKPI.PK;negative
2006;SKPI.PK;negative
2005;SKPI.PK;negative
2006;SKPI.PK;negative
2007;SKPI.PK;negative
2008;ADGL.PK;negative
2006;ADGL.PK;negative
2005;EIPC.PK;negative
2005;EIPC.PK;negative
2007;UCPA.PK;negative
2008;EFTB.PK;negative
2008;EFTB.PK;negative
2009;EFTB.PK;negative
2010;EFTB.PK;negative
2005;ABMC.PK;negative
2004;ESSE.PK;negative
2004;ESSE.PK;negative
2005;ESSE.PK;negative
2006;ESSE.PK;negative
2009;ESSE.PK;negative
